patch path, patch vulnerability report, original contract vulnerability report
unchecked_low_level_calls/0xbebbfe5b549f5db6e6c78ca97cac19d1fb03082c/0xbebbfe5b549f5db6e6c78ca97cac19d1fb03082c.bin,unchecked_low_level_calls/0xbebbfe5b549f5db6e6c78ca97cac19d1fb03082c/0xbebbfe5b549f5db6e6c78ca97cac19d1fb03082c.patch.bugs.json,unchecked_low_level_calls/0xbebbfe5b549f5db6e6c78ca97cac19d1fb03082c/0xbebbfe5b549f5db6e6c78ca97cac19d1fb03082c.bugs.json
unchecked_low_level_calls/0xbaa3de6504690efb064420d89e871c27065cdd52/0xbaa3de6504690efb064420d89e871c27065cdd52.bin,unchecked_low_level_calls/0xbaa3de6504690efb064420d89e871c27065cdd52/0xbaa3de6504690efb064420d89e871c27065cdd52.patch.bugs.json,unchecked_low_level_calls/0xbaa3de6504690efb064420d89e871c27065cdd52/0xbaa3de6504690efb064420d89e871c27065cdd52.bugs.json
unchecked_low_level_calls/0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9/0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9.bin,unchecked_low_level_calls/0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9/0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9.patch.bugs.json,unchecked_low_level_calls/0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9/0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9.bugs.json
unchecked_low_level_calls/mishandled/mishandled.bin,unchecked_low_level_calls/mishandled/mishandled.patch.bugs.json,unchecked_low_level_calls/mishandled/mishandled.bugs.json
unchecked_low_level_calls/unchecked_return_value/unchecked_return_value.bin,unchecked_low_level_calls/unchecked_return_value/unchecked_return_value.patch.bugs.json,unchecked_low_level_calls/unchecked_return_value/unchecked_return_value.bugs.json
unchecked_low_level_calls/0xb37f18af15bafb869a065b61fc83cfc44ed9cc27/0xb37f18af15bafb869a065b61fc83cfc44ed9cc27.bin,unchecked_low_level_calls/0xb37f18af15bafb869a065b61fc83cfc44ed9cc27/0xb37f18af15bafb869a065b61fc83cfc44ed9cc27.patch.bugs.json,unchecked_low_level_calls/0xb37f18af15bafb869a065b61fc83cfc44ed9cc27/0xb37f18af15bafb869a065b61fc83cfc44ed9cc27.bugs.json
unchecked_low_level_calls/0x89c1b3807d4c67df034fffb62f3509561218d30b/0x89c1b3807d4c67df034fffb62f3509561218d30b.bin,unchecked_low_level_calls/0x89c1b3807d4c67df034fffb62f3509561218d30b/0x89c1b3807d4c67df034fffb62f3509561218d30b.patch.bugs.json,unchecked_low_level_calls/0x89c1b3807d4c67df034fffb62f3509561218d30b/0x89c1b3807d4c67df034fffb62f3509561218d30b.bugs.json
unchecked_low_level_calls/0x4051334adc52057aca763453820cb0e045076ef3/0x4051334adc52057aca763453820cb0e045076ef3.bin,unchecked_low_level_calls/0x4051334adc52057aca763453820cb0e045076ef3/0x4051334adc52057aca763453820cb0e045076ef3.patch.bugs.json,unchecked_low_level_calls/0x4051334adc52057aca763453820cb0e045076ef3/0x4051334adc52057aca763453820cb0e045076ef3.bugs.json
unchecked_low_level_calls/0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7/0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7.bin,unchecked_low_level_calls/0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7/0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7.patch.bugs.json,unchecked_low_level_calls/0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7/0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7.bugs.json
unchecked_low_level_calls/0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2/0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2.bin,unchecked_low_level_calls/0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2/0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2.patch.bugs.json,unchecked_low_level_calls/0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2/0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2.bugs.json
unchecked_low_level_calls/0x610495793564aed0f9c7fc48dc4c7c9151d34fd6/0x610495793564aed0f9c7fc48dc4c7c9151d34fd6.bin,unchecked_low_level_calls/0x610495793564aed0f9c7fc48dc4c7c9151d34fd6/0x610495793564aed0f9c7fc48dc4c7c9151d34fd6.patch.bugs.json,unchecked_low_level_calls/0x610495793564aed0f9c7fc48dc4c7c9151d34fd6/0x610495793564aed0f9c7fc48dc4c7c9151d34fd6.bugs.json
unchecked_low_level_calls/0x663e4229142a27f00bafb5d087e1e730648314c3/0x663e4229142a27f00bafb5d087e1e730648314c3.bin,unchecked_low_level_calls/0x663e4229142a27f00bafb5d087e1e730648314c3/0x663e4229142a27f00bafb5d087e1e730648314c3.patch.bugs.json,unchecked_low_level_calls/0x663e4229142a27f00bafb5d087e1e730648314c3/0x663e4229142a27f00bafb5d087e1e730648314c3.bugs.json
unchecked_low_level_calls/king_of_the_ether_throne/king_of_the_ether_throne.bin,unchecked_low_level_calls/king_of_the_ether_throne/king_of_the_ether_throne.patch.bugs.json,unchecked_low_level_calls/king_of_the_ether_throne/king_of_the_ether_throne.bugs.json
unchecked_low_level_calls/etherpot_lotto/etherpot_lotto.bin,unchecked_low_level_calls/etherpot_lotto/etherpot_lotto.patch.bugs.json,unchecked_low_level_calls/etherpot_lotto/etherpot_lotto.bugs.json
unchecked_low_level_calls/0x5aa88d2901c68fda244f1d0584400368d2c8e739/0x5aa88d2901c68fda244f1d0584400368d2c8e739.bin,unchecked_low_level_calls/0x5aa88d2901c68fda244f1d0584400368d2c8e739/0x5aa88d2901c68fda244f1d0584400368d2c8e739.patch.bugs.json,unchecked_low_level_calls/0x5aa88d2901c68fda244f1d0584400368d2c8e739/0x5aa88d2901c68fda244f1d0584400368d2c8e739.bugs.json
unchecked_low_level_calls/0xd5967fed03e85d1cce44cab284695b41bc675b5c/0xd5967fed03e85d1cce44cab284695b41bc675b5c.bin,unchecked_low_level_calls/0xd5967fed03e85d1cce44cab284695b41bc675b5c/0xd5967fed03e85d1cce44cab284695b41bc675b5c.patch.bugs.json,unchecked_low_level_calls/0xd5967fed03e85d1cce44cab284695b41bc675b5c/0xd5967fed03e85d1cce44cab284695b41bc675b5c.bugs.json
unchecked_low_level_calls/0xdb1c55f6926e7d847ddf8678905ad871a68199d2/0xdb1c55f6926e7d847ddf8678905ad871a68199d2.bin,unchecked_low_level_calls/0xdb1c55f6926e7d847ddf8678905ad871a68199d2/0xdb1c55f6926e7d847ddf8678905ad871a68199d2.patch.bugs.json,unchecked_low_level_calls/0xdb1c55f6926e7d847ddf8678905ad871a68199d2/0xdb1c55f6926e7d847ddf8678905ad871a68199d2.bugs.json
unchecked_low_level_calls/0x52d2e0f9b01101a59b38a3d05c80b7618aeed984/0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.bin,unchecked_low_level_calls/0x52d2e0f9b01101a59b38a3d05c80b7618aeed984/0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.patch.bugs.json,unchecked_low_level_calls/0x52d2e0f9b01101a59b38a3d05c80b7618aeed984/0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.bugs.json
unchecked_low_level_calls/0x524960d55174d912768678d8c606b4d50b79d7b1/0x524960d55174d912768678d8c606b4d50b79d7b1.bin,unchecked_low_level_calls/0x524960d55174d912768678d8c606b4d50b79d7b1/0x524960d55174d912768678d8c606b4d50b79d7b1.patch.bugs.json,unchecked_low_level_calls/0x524960d55174d912768678d8c606b4d50b79d7b1/0x524960d55174d912768678d8c606b4d50b79d7b1.bugs.json
unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.bin,unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.patch.bugs.json,unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.bugs.json
unchecked_low_level_calls/0x70f9eddb3931491aab1aeafbc1e7f1ca2a012db4/0x70f9eddb3931491aab1aeafbc1e7f1ca2a012db4.bin,unchecked_low_level_calls/0x70f9eddb3931491aab1aeafbc1e7f1ca2a012db4/0x70f9eddb3931491aab1aeafbc1e7f1ca2a012db4.patch.bugs.json,unchecked_low_level_calls/0x70f9eddb3931491aab1aeafbc1e7f1ca2a012db4/0x70f9eddb3931491aab1aeafbc1e7f1ca2a012db4.bugs.json
unchecked_low_level_calls/0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859/0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859.bin,unchecked_low_level_calls/0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859/0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859.patch.bugs.json,unchecked_low_level_calls/0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859/0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859.bugs.json
unchecked_low_level_calls/lotto/lotto.bin,unchecked_low_level_calls/lotto/lotto.patch.bugs.json,unchecked_low_level_calls/lotto/lotto.bugs.json
unchecked_low_level_calls/0xa46edd6a9a93feec36576ee5048146870ea2c3ae/0xa46edd6a9a93feec36576ee5048146870ea2c3ae.bin,unchecked_low_level_calls/0xa46edd6a9a93feec36576ee5048146870ea2c3ae/0xa46edd6a9a93feec36576ee5048146870ea2c3ae.patch.bugs.json,unchecked_low_level_calls/0xa46edd6a9a93feec36576ee5048146870ea2c3ae/0xa46edd6a9a93feec36576ee5048146870ea2c3ae.bugs.json
unchecked_low_level_calls/0xe82f0742a71a02b9e9ffc142fdcb6eb1ed06fb87/0xe82f0742a71a02b9e9ffc142fdcb6eb1ed06fb87.bin,unchecked_low_level_calls/0xe82f0742a71a02b9e9ffc142fdcb6eb1ed06fb87/0xe82f0742a71a02b9e9ffc142fdcb6eb1ed06fb87.patch.bugs.json,unchecked_low_level_calls/0xe82f0742a71a02b9e9ffc142fdcb6eb1ed06fb87/0xe82f0742a71a02b9e9ffc142fdcb6eb1ed06fb87.bugs.json
unchecked_low_level_calls/0x2972d548497286d18e92b5fa1f8f9139e5653fd2/0x2972d548497286d18e92b5fa1f8f9139e5653fd2.bin,unchecked_low_level_calls/0x2972d548497286d18e92b5fa1f8f9139e5653fd2/0x2972d548497286d18e92b5fa1f8f9139e5653fd2.patch.bugs.json,unchecked_low_level_calls/0x2972d548497286d18e92b5fa1f8f9139e5653fd2/0x2972d548497286d18e92b5fa1f8f9139e5653fd2.bugs.json
bad_randomness/guess_the_random_number/guess_the_random_number.bin,bad_randomness/guess_the_random_number/guess_the_random_number.patch.bugs.json,bad_randomness/guess_the_random_number/guess_the_random_number.bugs.json
bad_randomness/old_blockhash/old_blockhash.bin,bad_randomness/old_blockhash/old_blockhash.patch.bugs.json,bad_randomness/old_blockhash/old_blockhash.bugs.json
bad_randomness/lucky_doubler/lucky_doubler.bin,bad_randomness/lucky_doubler/lucky_doubler.patch.bugs.json,bad_randomness/lucky_doubler/lucky_doubler.bugs.json
bad_randomness/blackjack/blackjack.bin,bad_randomness/blackjack/blackjack.patch.bugs.json,bad_randomness/blackjack/blackjack.bugs.json
bad_randomness/etheraffle/etheraffle.bin,bad_randomness/etheraffle/etheraffle.patch.bugs.json,bad_randomness/etheraffle/etheraffle.bugs.json
arithmetic/timelock/timelock.bin,arithmetic/timelock/timelock.patch.bugs.json,arithmetic/timelock/timelock.bugs.json
arithmetic/integer_overflow_add/integer_overflow_add.bin,arithmetic/integer_overflow_add/integer_overflow_add.patch.bugs.json,arithmetic/integer_overflow_add/integer_overflow_add.bugs.json
arithmetic/tokensalechallenge/tokensalechallenge.bin,arithmetic/tokensalechallenge/tokensalechallenge.patch.bugs.json,arithmetic/tokensalechallenge/tokensalechallenge.bugs.json
arithmetic/integer_overflow_mul/integer_overflow_mul.bin,arithmetic/integer_overflow_mul/integer_overflow_mul.patch.bugs.json,arithmetic/integer_overflow_mul/integer_overflow_mul.bugs.json
arithmetic/token/token.bin,arithmetic/token/token.patch.bugs.json,arithmetic/token/token.bugs.json
arithmetic/integer_overflow_multitx_onefunc_feasible/integer_overflow_multitx_onefunc_feasible.bin,arithmetic/integer_overflow_multitx_onefunc_feasible/integer_overflow_multitx_onefunc_feasible.patch.bugs.json,arithmetic/integer_overflow_multitx_onefunc_feasible/integer_overflow_multitx_onefunc_feasible.bugs.json
arithmetic/insecure_transfer/insecure_transfer.bin,arithmetic/insecure_transfer/insecure_transfer.patch.bugs.json,arithmetic/insecure_transfer/insecure_transfer.bugs.json
arithmetic/overflow_single_tx/overflow_single_tx.bin,arithmetic/overflow_single_tx/overflow_single_tx.patch.bugs.json,arithmetic/overflow_single_tx/overflow_single_tx.bugs.json
arithmetic/overflow_simple_add/overflow_simple_add.bin,arithmetic/overflow_simple_add/overflow_simple_add.patch.bugs.json,arithmetic/overflow_simple_add/overflow_simple_add.bugs.json
arithmetic/integer_overflow_1/integer_overflow_1.bin,arithmetic/integer_overflow_1/integer_overflow_1.patch.bugs.json,arithmetic/integer_overflow_1/integer_overflow_1.bugs.json
arithmetic/BECToken/BECToken.bin,arithmetic/BECToken/BECToken.patch.bugs.json,arithmetic/BECToken/BECToken.bugs.json
arithmetic/integer_overflow_mapping_sym_1/integer_overflow_mapping_sym_1.bin,arithmetic/integer_overflow_mapping_sym_1/integer_overflow_mapping_sym_1.patch.bugs.json,arithmetic/integer_overflow_mapping_sym_1/integer_overflow_mapping_sym_1.bugs.json
arithmetic/integer_overflow_minimal/integer_overflow_minimal.bin,arithmetic/integer_overflow_minimal/integer_overflow_minimal.patch.bugs.json,arithmetic/integer_overflow_minimal/integer_overflow_minimal.bugs.json
arithmetic/integer_overflow_multitx_multifunc_feasible/integer_overflow_multitx_multifunc_feasible.bin,arithmetic/integer_overflow_multitx_multifunc_feasible/integer_overflow_multitx_multifunc_feasible.patch.bugs.json,arithmetic/integer_overflow_multitx_multifunc_feasible/integer_overflow_multitx_multifunc_feasible.bugs.json
denial_of_service/dos_address/dos_address.bin,denial_of_service/dos_address/dos_address.patch.bugs.json,denial_of_service/dos_address/dos_address.bugs.json
denial_of_service/list_dos/list_dos.bin,denial_of_service/list_dos/list_dos.patch.bugs.json,denial_of_service/list_dos/list_dos.bugs.json
reentrancy/reentrancy_simple/reentrancy_simple.bin,reentrancy/reentrancy_simple/reentrancy_simple.patch.bugs.json,reentrancy/reentrancy_simple/reentrancy_simple.bugs.json
reentrancy/etherbank/etherbank.bin,reentrancy/etherbank/etherbank.patch.bugs.json,reentrancy/etherbank/etherbank.bugs.json
reentrancy/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.bin,reentrancy/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.patch.bugs.json,reentrancy/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.bugs.json
reentrancy/0x93c32845fae42c83a70e5f06214c8433665c2ab5/0x93c32845fae42c83a70e5f06214c8433665c2ab5.bin,reentrancy/0x93c32845fae42c83a70e5f06214c8433665c2ab5/0x93c32845fae42c83a70e5f06214c8433665c2ab5.patch.bugs.json,reentrancy/0x93c32845fae42c83a70e5f06214c8433665c2ab5/0x93c32845fae42c83a70e5f06214c8433665c2ab5.bugs.json
reentrancy/reentrancy_insecure/reentrancy_insecure.bin,reentrancy/reentrancy_insecure/reentrancy_insecure.patch.bugs.json,reentrancy/reentrancy_insecure/reentrancy_insecure.bugs.json
reentrancy/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.bin,reentrancy/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.patch.bugs.json,reentrancy/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.bugs.json
reentrancy/reentrancy_bonus/reentrancy_bonus.bin,reentrancy/reentrancy_bonus/reentrancy_bonus.patch.bugs.json,reentrancy/reentrancy_bonus/reentrancy_bonus.bugs.json
reentrancy/reentrancy_cross_function/reentrancy_cross_function.bin,reentrancy/reentrancy_cross_function/reentrancy_cross_function.patch.bugs.json,reentrancy/reentrancy_cross_function/reentrancy_cross_function.bugs.json
reentrancy/0xf015c35649c82f5467c9c74b7f28ee67665aad68/0xf015c35649c82f5467c9c74b7f28ee67665aad68.bin,reentrancy/0xf015c35649c82f5467c9c74b7f28ee67665aad68/0xf015c35649c82f5467c9c74b7f28ee67665aad68.patch.bugs.json,reentrancy/0xf015c35649c82f5467c9c74b7f28ee67665aad68/0xf015c35649c82f5467c9c74b7f28ee67665aad68.bugs.json
reentrancy/simple_dao/simple_dao.bin,reentrancy/simple_dao/simple_dao.patch.bugs.json,reentrancy/simple_dao/simple_dao.bugs.json
reentrancy/etherstore/etherstore.bin,reentrancy/etherstore/etherstore.patch.bugs.json,reentrancy/etherstore/etherstore.bugs.json
reentrancy/reentrance/reentrance.bin,reentrancy/reentrance/reentrance.patch.bugs.json,reentrancy/reentrance/reentrance.bugs.json
reentrancy/0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3/0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3.bin,reentrancy/0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3/0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3.patch.bugs.json,reentrancy/0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3/0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3.bugs.json
reentrancy/reentrancy_dao/reentrancy_dao.bin,reentrancy/reentrancy_dao/reentrancy_dao.patch.bugs.json,reentrancy/reentrancy_dao/reentrancy_dao.bugs.json
reentrancy/0x7541b76cb60f4c60af330c208b0623b7f54bf615/0x7541b76cb60f4c60af330c208b0623b7f54bf615.bin,reentrancy/0x7541b76cb60f4c60af330c208b0623b7f54bf615/0x7541b76cb60f4c60af330c208b0623b7f54bf615.patch.bugs.json,reentrancy/0x7541b76cb60f4c60af330c208b0623b7f54bf615/0x7541b76cb60f4c60af330c208b0623b7f54bf615.bugs.json
reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.bin,reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.patch.bugs.json,reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.bugs.json
reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.bin,reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.patch.bugs.json,reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.bugs.json
time_manipulation/ether_lotto/ether_lotto.bin,time_manipulation/ether_lotto/ether_lotto.patch.bugs.json,time_manipulation/ether_lotto/ether_lotto.bugs.json
time_manipulation/roulette/roulette.bin,time_manipulation/roulette/roulette.patch.bugs.json,time_manipulation/roulette/roulette.bugs.json
time_manipulation/governmental_survey/governmental_survey.bin,time_manipulation/governmental_survey/governmental_survey.patch.bugs.json,time_manipulation/governmental_survey/governmental_survey.bugs.json
short_addresses/short_address_example/short_address_example.bin,short_addresses/short_address_example/short_address_example.patch.bugs.json,short_addresses/short_address_example/short_address_example.bugs.json
front_running/odds_and_evens/odds_and_evens.bin,front_running/odds_and_evens/odds_and_evens.patch.bugs.json,front_running/odds_and_evens/odds_and_evens.bugs.json
access_control/arbitrary_location_write_simple/arbitrary_location_write_simple.bin,access_control/arbitrary_location_write_simple/arbitrary_location_write_simple.patch.bugs.json,access_control/arbitrary_location_write_simple/arbitrary_location_write_simple.bugs.json
access_control/incorrect_constructor_name3/incorrect_constructor_name3.bin,access_control/incorrect_constructor_name3/incorrect_constructor_name3.patch.bugs.json,access_control/incorrect_constructor_name3/incorrect_constructor_name3.bugs.json
access_control/parity_wallet_bug_2/parity_wallet_bug_2.bin,access_control/parity_wallet_bug_2/parity_wallet_bug_2.patch.bugs.json,access_control/parity_wallet_bug_2/parity_wallet_bug_2.bugs.json
