Patch,Original Contract,Detected,Fixed,Maintained
unchecked_low_level_calls/0xe09b1ab8111c2729a76f16de96bc86a7af837928/0xe09b1ab8111c2729a76f16de96bc86a7af837928.bin,smartbugs-curated/dataset/unchecked_low_level_calls/0xe09b1ab8111c2729a76f16de96bc86a7af837928.sol,0,0,0
unchecked_low_level_calls/0xd2018bfaa266a9ec0a1a84b061640faa009def76/0xd2018bfaa266a9ec0a1a84b061640faa009def76.bin,smartbugs-curated/dataset/unchecked_low_level_calls/0xd2018bfaa266a9ec0a1a84b061640faa009def76.sol,0,0,0
unchecked_low_level_calls/0x7a4349a749e59a5736efb7826ee3496a2dfd5489/0x7a4349a749e59a5736efb7826ee3496a2dfd5489.bin,smartbugs-curated/dataset/unchecked_low_level_calls/0x7a4349a749e59a5736efb7826ee3496a2dfd5489.sol,0,0,0
unchecked_low_level_calls/0x806a6bd219f162442d992bdc4ee6eba1f2c5a707/0x806a6bd219f162442d992bdc4ee6eba1f2c5a707.bin,smartbugs-curated/dataset/unchecked_low_level_calls/0x806a6bd219f162442d992bdc4ee6eba1f2c5a707.sol,0,0,0
unchecked_low_level_calls/0x9d06cbafa865037a01d322d3f4222fa3e04e5488/0x9d06cbafa865037a01d322d3f4222fa3e04e5488.bin,smartbugs-curated/dataset/unchecked_low_level_calls/0x9d06cbafa865037a01d322d3f4222fa3e04e5488.sol,0,0,0
unchecked_low_level_calls/0xbebbfe5b549f5db6e6c78ca97cac19d1fb03082c/0xbebbfe5b549f5db6e6c78ca97cac19d1fb03082c.bin,smartbugs-curated/dataset/unchecked_low_level_calls/0xbebbfe5b549f5db6e6c78ca97cac19d1fb03082c.sol,1,1,0
unchecked_low_level_calls/0xbaa3de6504690efb064420d89e871c27065cdd52/0xbaa3de6504690efb064420d89e871c27065cdd52.bin,smartbugs-curated/dataset/unchecked_low_level_calls/0xbaa3de6504690efb064420d89e871c27065cdd52.sol,1,1,0
unchecked_low_level_calls/0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9/0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9.bin,smartbugs-curated/dataset/unchecked_low_level_calls/0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9.sol,1,1,0
unchecked_low_level_calls/mishandled/mishandled.bin,smartbugs-curated/dataset/unchecked_low_level_calls/mishandled.sol,1,1,0
unchecked_low_level_calls/unchecked_return_value/unchecked_return_value.bin,smartbugs-curated/dataset/unchecked_low_level_calls/unchecked_return_value.sol,1,1,0
unchecked_low_level_calls/0xb37f18af15bafb869a065b61fc83cfc44ed9cc27/0xb37f18af15bafb869a065b61fc83cfc44ed9cc27.bin,smartbugs-curated/dataset/unchecked_low_level_calls/0xb37f18af15bafb869a065b61fc83cfc44ed9cc27.sol,0,0,0
unchecked_low_level_calls/0x89c1b3807d4c67df034fffb62f3509561218d30b/0x89c1b3807d4c67df034fffb62f3509561218d30b.bin,smartbugs-curated/dataset/unchecked_low_level_calls/0x89c1b3807d4c67df034fffb62f3509561218d30b.sol,0,0,0
unchecked_low_level_calls/0x4051334adc52057aca763453820cb0e045076ef3/0x4051334adc52057aca763453820cb0e045076ef3.bin,smartbugs-curated/dataset/unchecked_low_level_calls/0x4051334adc52057aca763453820cb0e045076ef3.sol,1,1,0
unchecked_low_level_calls/0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7/0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7.bin,smartbugs-curated/dataset/unchecked_low_level_calls/0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7.sol,1,1,0
unchecked_low_level_calls/0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e/0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e.bin,smartbugs-curated/dataset/unchecked_low_level_calls/0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e.sol,0,0,0
unchecked_low_level_calls/0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2/0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2.bin,smartbugs-curated/dataset/unchecked_low_level_calls/0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2.sol,0,0,0
unchecked_low_level_calls/0x610495793564aed0f9c7fc48dc4c7c9151d34fd6/0x610495793564aed0f9c7fc48dc4c7c9151d34fd6.bin,smartbugs-curated/dataset/unchecked_low_level_calls/0x610495793564aed0f9c7fc48dc4c7c9151d34fd6.sol,0,0,0
unchecked_low_level_calls/0x7d09edb07d23acb532a82be3da5c17d9d85806b4/0x7d09edb07d23acb532a82be3da5c17d9d85806b4.bin,smartbugs-curated/dataset/unchecked_low_level_calls/0x7d09edb07d23acb532a82be3da5c17d9d85806b4.sol,0,0,0
unchecked_low_level_calls/0x663e4229142a27f00bafb5d087e1e730648314c3/0x663e4229142a27f00bafb5d087e1e730648314c3.bin,smartbugs-curated/dataset/unchecked_low_level_calls/0x663e4229142a27f00bafb5d087e1e730648314c3.sol,0,0,0
unchecked_low_level_calls/king_of_the_ether_throne/king_of_the_ether_throne.bin,smartbugs-curated/dataset/unchecked_low_level_calls/king_of_the_ether_throne.sol,0,0,0
unchecked_low_level_calls/etherpot_lotto/etherpot_lotto.bin,smartbugs-curated/dataset/unchecked_low_level_calls/etherpot_lotto.sol,0,0,0
unchecked_low_level_calls/0x5aa88d2901c68fda244f1d0584400368d2c8e739/0x5aa88d2901c68fda244f1d0584400368d2c8e739.bin,smartbugs-curated/dataset/unchecked_low_level_calls/0x5aa88d2901c68fda244f1d0584400368d2c8e739.sol,0,0,0
unchecked_low_level_calls/0xd5967fed03e85d1cce44cab284695b41bc675b5c/0xd5967fed03e85d1cce44cab284695b41bc675b5c.bin,smartbugs-curated/dataset/unchecked_low_level_calls/0xd5967fed03e85d1cce44cab284695b41bc675b5c.sol,1,1,0
unchecked_low_level_calls/0xdb1c55f6926e7d847ddf8678905ad871a68199d2/0xdb1c55f6926e7d847ddf8678905ad871a68199d2.bin,smartbugs-curated/dataset/unchecked_low_level_calls/0xdb1c55f6926e7d847ddf8678905ad871a68199d2.sol,0,0,0
unchecked_low_level_calls/0x52d2e0f9b01101a59b38a3d05c80b7618aeed984/0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.bin,smartbugs-curated/dataset/unchecked_low_level_calls/0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol,1,1,0
unchecked_low_level_calls/0x524960d55174d912768678d8c606b4d50b79d7b1/0x524960d55174d912768678d8c606b4d50b79d7b1.bin,smartbugs-curated/dataset/unchecked_low_level_calls/0x524960d55174d912768678d8c606b4d50b79d7b1.sol,1,1,0
unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.bin,smartbugs-curated/dataset/unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,0,0,0
unchecked_low_level_calls/0x70f9eddb3931491aab1aeafbc1e7f1ca2a012db4/0x70f9eddb3931491aab1aeafbc1e7f1ca2a012db4.bin,smartbugs-curated/dataset/unchecked_low_level_calls/0x70f9eddb3931491aab1aeafbc1e7f1ca2a012db4.sol,0,0,0
unchecked_low_level_calls/0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859/0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859.bin,smartbugs-curated/dataset/unchecked_low_level_calls/0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859.sol,0,0,0
unchecked_low_level_calls/lotto/lotto.bin,smartbugs-curated/dataset/unchecked_low_level_calls/lotto.sol,1,1,0
unchecked_low_level_calls/0xa46edd6a9a93feec36576ee5048146870ea2c3ae/0xa46edd6a9a93feec36576ee5048146870ea2c3ae.bin,smartbugs-curated/dataset/unchecked_low_level_calls/0xa46edd6a9a93feec36576ee5048146870ea2c3ae.sol,1,1,0
unchecked_low_level_calls/0xe82f0742a71a02b9e9ffc142fdcb6eb1ed06fb87/0xe82f0742a71a02b9e9ffc142fdcb6eb1ed06fb87.bin,smartbugs-curated/dataset/unchecked_low_level_calls/0xe82f0742a71a02b9e9ffc142fdcb6eb1ed06fb87.sol,0,0,0
unchecked_low_level_calls/0x2972d548497286d18e92b5fa1f8f9139e5653fd2/0x2972d548497286d18e92b5fa1f8f9139e5653fd2.bin,smartbugs-curated/dataset/unchecked_low_level_calls/0x2972d548497286d18e92b5fa1f8f9139e5653fd2.sol,1,1,0
bad_randomness/guess_the_random_number/guess_the_random_number.bin,smartbugs-curated/dataset/bad_randomness/guess_the_random_number.sol,0,0,0
bad_randomness/old_blockhash/old_blockhash.bin,smartbugs-curated/dataset/bad_randomness/old_blockhash.sol,0,0,0
bad_randomness/lucky_doubler/lucky_doubler.bin,smartbugs-curated/dataset/bad_randomness/lucky_doubler.sol,0,0,0
bad_randomness/blackjack/blackjack.bin,smartbugs-curated/dataset/bad_randomness/blackjack.sol,0,0,0
bad_randomness/etheraffle/etheraffle.bin,smartbugs-curated/dataset/bad_randomness/etheraffle.sol,0,0,0
arithmetic/timelock/timelock.bin,smartbugs-curated/dataset/arithmetic/timelock.sol,2,2,0
arithmetic/integer_overflow_add/integer_overflow_add.bin,smartbugs-curated/dataset/arithmetic/integer_overflow_add.sol,1,1,0
arithmetic/tokensalechallenge/tokensalechallenge.bin,smartbugs-curated/dataset/arithmetic/tokensalechallenge.sol,3,3,0
arithmetic/integer_overflow_mul/integer_overflow_mul.bin,smartbugs-curated/dataset/arithmetic/integer_overflow_mul.sol,1,1,0
arithmetic/token/token.bin,smartbugs-curated/dataset/arithmetic/token.sol,3,3,0
arithmetic/integer_overflow_multitx_onefunc_feasible/integer_overflow_multitx_onefunc_feasible.bin,smartbugs-curated/dataset/arithmetic/integer_overflow_multitx_onefunc_feasible.sol,1,1,0
arithmetic/insecure_transfer/insecure_transfer.bin,smartbugs-curated/dataset/arithmetic/insecure_transfer.sol,1,1,0
arithmetic/overflow_single_tx/overflow_single_tx.bin,smartbugs-curated/dataset/arithmetic/overflow_single_tx.sol,3,3,0
arithmetic/overflow_simple_add/overflow_simple_add.bin,smartbugs-curated/dataset/arithmetic/overflow_simple_add.sol,1,1,0
arithmetic/integer_overflow_1/integer_overflow_1.bin,smartbugs-curated/dataset/arithmetic/integer_overflow_1.sol,1,1,0
arithmetic/integer_overflow_mapping_sym_1/integer_overflow_mapping_sym_1.bin,smartbugs-curated/dataset/arithmetic/integer_overflow_mapping_sym_1.sol,1,1,0
arithmetic/integer_overflow_minimal/integer_overflow_minimal.bin,smartbugs-curated/dataset/arithmetic/integer_overflow_minimal.sol,1,1,0
arithmetic/integer_overflow_multitx_multifunc_feasible/integer_overflow_multitx_multifunc_feasible.bin,smartbugs-curated/dataset/arithmetic/integer_overflow_multitx_multifunc_feasible.sol,1,1,0
denial_of_service/dos_address/dos_address.bin,smartbugs-curated/dataset/denial_of_service/dos_address.sol,0,0,0
denial_of_service/list_dos/list_dos.bin,smartbugs-curated/dataset/denial_of_service/list_dos.sol,0,0,0
reentrancy/reentrancy_simple/reentrancy_simple.bin,smartbugs-curated/dataset/reentrancy/reentrancy_simple.sol,1,1,0
reentrancy/etherbank/etherbank.bin,smartbugs-curated/dataset/reentrancy/etherbank.sol,1,1,0
reentrancy/reentrancy_insecure/reentrancy_insecure.bin,smartbugs-curated/dataset/reentrancy/reentrancy_insecure.sol,1,1,0
reentrancy/reentrancy_bonus/reentrancy_bonus.bin,smartbugs-curated/dataset/reentrancy/reentrancy_bonus.sol,1,1,0
reentrancy/reentrancy_cross_function/reentrancy_cross_function.bin,smartbugs-curated/dataset/reentrancy/reentrancy_cross_function.sol,1,1,0
reentrancy/0xf015c35649c82f5467c9c74b7f28ee67665aad68/0xf015c35649c82f5467c9c74b7f28ee67665aad68.bin,smartbugs-curated/dataset/reentrancy/0xf015c35649c82f5467c9c74b7f28ee67665aad68.sol,0,0,0
reentrancy/simple_dao/simple_dao.bin,smartbugs-curated/dataset/reentrancy/simple_dao.sol,1,1,0
reentrancy/etherstore/etherstore.bin,smartbugs-curated/dataset/reentrancy/etherstore.sol,1,1,0
reentrancy/reentrance/reentrance.bin,smartbugs-curated/dataset/reentrancy/reentrance.sol,1,1,0
reentrancy/reentrancy_dao/reentrancy_dao.bin,smartbugs-curated/dataset/reentrancy/reentrancy_dao.sol,1,1,0
reentrancy/0x7541b76cb60f4c60af330c208b0623b7f54bf615/0x7541b76cb60f4c60af330c208b0623b7f54bf615.bin,smartbugs-curated/dataset/reentrancy/0x7541b76cb60f4c60af330c208b0623b7f54bf615.sol,0,0,0
reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.bin,smartbugs-curated/dataset/reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,1,1,0
time_manipulation/ether_lotto/ether_lotto.bin,smartbugs-curated/dataset/time_manipulation/ether_lotto.sol,0,0,0
time_manipulation/roulette/roulette.bin,smartbugs-curated/dataset/time_manipulation/roulette.sol,0,0,0
time_manipulation/governmental_survey/governmental_survey.bin,smartbugs-curated/dataset/time_manipulation/governmental_survey.sol,0,0,0
short_addresses/short_address_example/short_address_example.bin,smartbugs-curated/dataset/short_addresses/short_address_example.sol,0,0,0
front_running/odds_and_evens/odds_and_evens.bin,smartbugs-curated/dataset/front_running/odds_and_evens.sol,0,0,0
other/crypto_roulette/crypto_roulette.bin,smartbugs-curated/dataset/other/crypto_roulette.sol,0,0,0
access_control/arbitrary_location_write_simple/arbitrary_location_write_simple.bin,smartbugs-curated/dataset/access_control/arbitrary_location_write_simple.sol,0,0,0
access_control/incorrect_constructor_name3/incorrect_constructor_name3.bin,smartbugs-curated/dataset/access_control/incorrect_constructor_name3.sol,1,1,0
access_control/parity_wallet_bug_2/parity_wallet_bug_2.bin,smartbugs-curated/dataset/access_control/parity_wallet_bug_2.sol,0,0,0
access_control/phishable/phishable.bin,smartbugs-curated/dataset/access_control/phishable.sol,1,1,0
access_control/FibonacciBalance/FibonacciBalance.bin,smartbugs-curated/dataset/access_control/FibonacciBalance.sol,0,0,0
access_control/proxy/proxy.bin,smartbugs-curated/dataset/access_control/proxy.sol,1,1,0
access_control/incorrect_constructor_name2/incorrect_constructor_name2.bin,smartbugs-curated/dataset/access_control/incorrect_constructor_name2.sol,1,1,0
access_control/wallet_04_confused_sign/wallet_04_confused_sign.bin,smartbugs-curated/dataset/access_control/wallet_04_confused_sign.sol,1,1,0
access_control/rubixi/rubixi.bin,smartbugs-curated/dataset/access_control/rubixi.sol,0,0,0
access_control/simple_suicide/simple_suicide.bin,smartbugs-curated/dataset/access_control/simple_suicide.sol,1,1,0
access_control/incorrect_constructor_name1/incorrect_constructor_name1.bin,smartbugs-curated/dataset/access_control/incorrect_constructor_name1.sol,1,1,0
access_control/mapping_write/mapping_write.bin,smartbugs-curated/dataset/access_control/mapping_write.sol,1,1,0
access_control/wallet_03_wrong_constructor/wallet_03_wrong_constructor.bin,smartbugs-curated/dataset/access_control/wallet_03_wrong_constructor.sol,1,1,0
access_control/mycontract/mycontract.bin,smartbugs-curated/dataset/access_control/mycontract.sol,1,1,0
