patch path, patch vulnerability report, original contract vulnerability report
unchecked_low_level_calls/0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01/0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01U1.sol,unchecked_low_level_calls/0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01/0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01U1.defectList.json,unchecked_low_level_calls/0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01/defectList.json
unchecked_low_level_calls/0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9/0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9U2.sol,unchecked_low_level_calls/0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9/0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9U2.defectList.json,unchecked_low_level_calls/0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9/defectList.json
unchecked_low_level_calls/unchecked_return_value/unchecked_return_valueU2.sol,unchecked_low_level_calls/unchecked_return_value/unchecked_return_valueU2.defectList.json,unchecked_low_level_calls/unchecked_return_value/defectList.json
unchecked_low_level_calls/0x4051334adc52057aca763453820cb0e045076ef3/0x4051334adc52057aca763453820cb0e045076ef3U2.sol,unchecked_low_level_calls/0x4051334adc52057aca763453820cb0e045076ef3/0x4051334adc52057aca763453820cb0e045076ef3U2..defectList.json,unchecked_low_level_calls/0x4051334adc52057aca763453820cb0e045076ef3/defectList.json
unchecked_low_level_calls/0x663e4229142a27f00bafb5d087e1e730648314c3/0x663e4229142a27f00bafb5d087e1e730648314c3R1U1.sol,unchecked_low_level_calls/0x663e4229142a27f00bafb5d087e1e730648314c3/0x663e4229142a27f00bafb5d087e1e730648314c3R1U1.defectList.json,unchecked_low_level_calls/0x663e4229142a27f00bafb5d087e1e730648314c3/defectList.json
unchecked_low_level_calls/0x663e4229142a27f00bafb5d087e1e730648314c3/0x663e4229142a27f00bafb5d087e1e730648314c3R2U1.sol,unchecked_low_level_calls/0x663e4229142a27f00bafb5d087e1e730648314c3/0x663e4229142a27f00bafb5d087e1e730648314c3R2U1.defectList.json,unchecked_low_level_calls/0x663e4229142a27f00bafb5d087e1e730648314c3/defectList.json
unchecked_low_level_calls/0x663e4229142a27f00bafb5d087e1e730648314c3/0x663e4229142a27f00bafb5d087e1e730648314c3R2U2.sol,unchecked_low_level_calls/0x663e4229142a27f00bafb5d087e1e730648314c3/0x663e4229142a27f00bafb5d087e1e730648314c3R2U2.defectList.json,unchecked_low_level_calls/0x663e4229142a27f00bafb5d087e1e730648314c3/defectList.json
unchecked_low_level_calls/0x663e4229142a27f00bafb5d087e1e730648314c3/0x663e4229142a27f00bafb5d087e1e730648314c3R1U2.sol,unchecked_low_level_calls/0x663e4229142a27f00bafb5d087e1e730648314c3/0x663e4229142a27f00bafb5d087e1e730648314c3R1U2.defectList.json,unchecked_low_level_calls/0x663e4229142a27f00bafb5d087e1e730648314c3/defectList.json
unchecked_low_level_calls/0x8fd1e427396ddb511533cf9abdbebd0a7e08da35/0x8fd1e427396ddb511533cf9abdbebd0a7e08da35U1.sol,unchecked_low_level_calls/0x8fd1e427396ddb511533cf9abdbebd0a7e08da35/0x8fd1e427396ddb511533cf9abdbebd0a7e08da35U1.defectList.json,unchecked_low_level_calls/0x8fd1e427396ddb511533cf9abdbebd0a7e08da35/defectList.json
unchecked_low_level_calls/0x8fd1e427396ddb511533cf9abdbebd0a7e08da35/0x8fd1e427396ddb511533cf9abdbebd0a7e08da35U2.sol,unchecked_low_level_calls/0x8fd1e427396ddb511533cf9abdbebd0a7e08da35/0x8fd1e427396ddb511533cf9abdbebd0a7e08da35U2.defectList.json,unchecked_low_level_calls/0x8fd1e427396ddb511533cf9abdbebd0a7e08da35/defectList.json
unchecked_low_level_calls/0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c/0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504cU2.sol,unchecked_low_level_calls/0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c/0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504cU2.defectList.json,unchecked_low_level_calls/0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c/defectList.json
unchecked_low_level_calls/0xf2570186500a46986f3139f65afedc2afe4f445d/0xf2570186500a46986f3139f65afedc2afe4f445dU2.sol,unchecked_low_level_calls/0xf2570186500a46986f3139f65afedc2afe4f445d/0xf2570186500a46986f3139f65afedc2afe4f445dU2.defectList.json,unchecked_low_level_calls/0xf2570186500a46986f3139f65afedc2afe4f445d/defectList.json
unchecked_low_level_calls/0xd5967fed03e85d1cce44cab284695b41bc675b5c/0xd5967fed03e85d1cce44cab284695b41bc675b5cU2.sol,unchecked_low_level_calls/0xd5967fed03e85d1cce44cab284695b41bc675b5c/0xd5967fed03e85d1cce44cab284695b41bc675b5cU2.defectList.json,unchecked_low_level_calls/0xd5967fed03e85d1cce44cab284695b41bc675b5c/defectList.json
unchecked_low_level_calls/0x39cfd754c85023648bf003bea2dd498c5612abfa/0x39cfd754c85023648bf003bea2dd498c5612abfaU1.sol,unchecked_low_level_calls/0x39cfd754c85023648bf003bea2dd498c5612abfa/0x39cfd754c85023648bf003bea2dd498c5612abfaU1.defectList.json,unchecked_low_level_calls/0x39cfd754c85023648bf003bea2dd498c5612abfa/defectList.json
unchecked_low_level_calls/0x39cfd754c85023648bf003bea2dd498c5612abfa/0x39cfd754c85023648bf003bea2dd498c5612abfaU2.sol,unchecked_low_level_calls/0x39cfd754c85023648bf003bea2dd498c5612abfa/0x39cfd754c85023648bf003bea2dd498c5612abfaU2.defectList.json,unchecked_low_level_calls/0x39cfd754c85023648bf003bea2dd498c5612abfa/defectList.json
unchecked_low_level_calls/0x524960d55174d912768678d8c606b4d50b79d7b1/0x524960d55174d912768678d8c606b4d50b79d7b1U2.sol,unchecked_low_level_calls/0x524960d55174d912768678d8c606b4d50b79d7b1/0x524960d55174d912768678d8c606b4d50b79d7b1U2.defectList.json,unchecked_low_level_calls/0x524960d55174d912768678d8c606b4d50b79d7b1/defectList.json
unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839R1U2.sol,unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839R1U2.defectList.json,unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/defectList.json
unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839R2U1.sol,unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839R2U1.defectList.json,unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/defectList.json
unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839R2U2.sol,unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839R2U2.defectList.json,unchecked_low_level_calls/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/defectList.json
unchecked_low_level_calls/0xa46edd6a9a93feec36576ee5048146870ea2c3ae/0xa46edd6a9a93feec36576ee5048146870ea2c3aeU2.sol,unchecked_low_level_calls/0xa46edd6a9a93feec36576ee5048146870ea2c3ae/0xa46edd6a9a93feec36576ee5048146870ea2c3aeU2.defectList.json,unchecked_low_level_calls/0xa46edd6a9a93feec36576ee5048146870ea2c3ae/defectList.json
unchecked_low_level_calls/0x2972d548497286d18e92b5fa1f8f9139e5653fd2/0x2972d548497286d18e92b5fa1f8f9139e5653fd2U2.sol,unchecked_low_level_calls/0x2972d548497286d18e92b5fa1f8f9139e5653fd2/0x2972d548497286d18e92b5fa1f8f9139e5653fd2U2.defectList.json,unchecked_low_level_calls/0x2972d548497286d18e92b5fa1f8f9139e5653fd2/defectList.json
reentrancy/0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f/0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4fR2.sol,reentrancy/0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f/0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4fR2.defectList.json,reentrancy/0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f/defectList.json
reentrancy/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1R2.sol,reentrancy/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1R2.defectList.json,reentrancy/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1/defectList.json
reentrancy/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e/0xcead721ef5b11f1a7b530171aab69b16c5e66b6eR2.sol,reentrancy/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e/0xcead721ef5b11f1a7b530171aab69b16c5e66b6eR2.defectList.json,reentrancy/0xcead721ef5b11f1a7b530171aab69b16c5e66b6e/defectList.json
reentrancy/0x93c32845fae42c83a70e5f06214c8433665c2ab5/0x93c32845fae42c83a70e5f06214c8433665c2ab5R2.sol,reentrancy/0x93c32845fae42c83a70e5f06214c8433665c2ab5/0x93c32845fae42c83a70e5f06214c8433665c2ab5R2.defectList.json,reentrancy/0x93c32845fae42c83a70e5f06214c8433665c2ab5/defectList.json
reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782/0x7a8721a9d64c74da899424c1b52acbf58ddc9782R2.sol,reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782/0x7a8721a9d64c74da899424c1b52acbf58ddc9782R2.defectList.json,reentrancy/0x7a8721a9d64c74da899424c1b52acbf58ddc9782/defectList.json
reentrancy/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78bR2.sol,reentrancy/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78bR2.defectList.json,reentrancy/0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b/defectList.json
reentrancy/reentrancy_bonus/reentrancy_bonusR1.sol,reentrancy/reentrancy_bonus/reentrancy_bonusR1.defectList.json,reentrancy/reentrancy_bonus/defectList.json
reentrancy/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3fR2.sol,reentrancy/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3fR2.defectList.json,reentrancy/0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f/defectList.json
reentrancy/0xf015c35649c82f5467c9c74b7f28ee67665aad68/0xf015c35649c82f5467c9c74b7f28ee67665aad68R2.sol,reentrancy/0xf015c35649c82f5467c9c74b7f28ee67665aad68/0xf015c35649c82f5467c9c74b7f28ee67665aad68R2.defectList.json,reentrancy/0xf015c35649c82f5467c9c74b7f28ee67665aad68/defectList.json
reentrancy/0x4e73b32ed6c35f570686b89848e5f39f20ecc106/0x4e73b32ed6c35f570686b89848e5f39f20ecc106R2.sol,reentrancy/0x4e73b32ed6c35f570686b89848e5f39f20ecc106/0x4e73b32ed6c35f570686b89848e5f39f20ecc106R2.defectList.json,reentrancy/0x4e73b32ed6c35f570686b89848e5f39f20ecc106/defectList.json
reentrancy/0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8/0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8R2.sol,reentrancy/0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8/0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8R2.defectList.json,reentrancy/0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8/defectList.json
reentrancy/0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e/0xb93430ce38ac4a6bb47fb1fc085ea669353fd89eR2.sol,reentrancy/0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e/0xb93430ce38ac4a6bb47fb1fc085ea669353fd89eR2.defectList.json,reentrancy/0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e/defectList.json
reentrancy/0x941d225236464a25eb18076df7da6a91d0f95e9e/0x941d225236464a25eb18076df7da6a91d0f95e9eR2.sol,reentrancy/0x941d225236464a25eb18076df7da6a91d0f95e9e/0x941d225236464a25eb18076df7da6a91d0f95e9eR2.defectList.json,reentrancy/0x941d225236464a25eb18076df7da6a91d0f95e9e/defectList.json
reentrancy/0x8c7777c45481dba411450c228cb692ac3d550344/0x8c7777c45481dba411450c228cb692ac3d550344R2.sol,reentrancy/0x8c7777c45481dba411450c228cb692ac3d550344/0x8c7777c45481dba411450c228cb692ac3d550344R2.defectList.json,reentrancy/0x8c7777c45481dba411450c228cb692ac3d550344/defectList.json
reentrancy/0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4/0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4R2.sol,reentrancy/0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4/0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4R2.defectList.json,reentrancy/0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4/defectList.json
reentrancy/0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3/0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3R2.sol,reentrancy/0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3/0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3R2.defectList.json,reentrancy/0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3/defectList.json
reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12R2.sol,reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12R2.defectList.json,reentrancy/0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12/defectList.json
reentrancy/0x7541b76cb60f4c60af330c208b0623b7f54bf615/0x7541b76cb60f4c60af330c208b0623b7f54bf615R2.sol,reentrancy/0x7541b76cb60f4c60af330c208b0623b7f54bf615/0x7541b76cb60f4c60af330c208b0623b7f54bf615R2.defectList.json,reentrancy/0x7541b76cb60f4c60af330c208b0623b7f54bf615/defectList.json
reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839R1U2.sol,reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839R1U2.defectList.json,reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/defectList.json
reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839R2U1.sol,reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839R2U1.defectList.json,reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/defectList.json
reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839R2U2.sol,reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839R2U2.defectList.json,reentrancy/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839/defectList.json
reentrancy/0x561eac93c92360949ab1f1403323e6db345cbf31/0x561eac93c92360949ab1f1403323e6db345cbf31R2.sol,reentrancy/0x561eac93c92360949ab1f1403323e6db345cbf31/0x561eac93c92360949ab1f1403323e6db345cbf31R2.defectList.json,reentrancy/0x561eac93c92360949ab1f1403323e6db345cbf31/defectList.json
reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888R2.sol,reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888R2.defectList.json,reentrancy/0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888/defectList.json
reentrancy/modifier_reentrancy/modifier_reentrancyR2.sol,reentrancy/modifier_reentrancy/modifier_reentrancyR2.defectList.json,reentrancy/modifier_reentrancy/defectList.json
reentrancy/modifier_reentrancy/modifier_reentrancyR1.sol,reentrancy/modifier_reentrancy/modifier_reentrancyR1.defectList.json,reentrancy/modifier_reentrancy/defectList.json
access_control/parity_wallet_bug_2/parity_wallet_bug_2R2.sol,access_control/parity_wallet_bug_2/parity_wallet_bug_2R2.defectList.json,access_control/parity_wallet_bug_2/defectList.json
