mythril.mythril.mythril_config [INFO]: Creating mythril data directory 
mythril.laser.ethereum.svm [DEBUG]: Ending transaction MessageCallTransaction 1 from sender_1 to                                        0x0.
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH29 at 10
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 11
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DIV at 12
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH4 at 13
mythril.laser.ethereum.instructions [DEBUG]: Evaluating AND at 14
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 15
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH4 at 16
mythril.laser.ethereum.instructions [DEBUG]: Evaluating EQ at 17
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 18
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 19
mythril.laser.ethereum.svm [DEBUG]: - Entering function MAIN:unknown
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 20
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 132
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH4 at 21
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 133
mythril.laser.ethereum.instructions [DEBUG]: Evaluating EQ at 22
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 134
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 23
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMP at 135
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 24
mythril.laser.ethereum.svm [DEBUG]: - Entering function MAIN:unknown
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 774
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 25
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 138
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 775
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH4 at 26
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 139
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 776
mythril.laser.ethereum.instructions [DEBUG]: Evaluating EQ at 27
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 140
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLER at 777
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 28
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMP at 141
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH20 at 778
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 29
mythril.laser.ethereum.svm [DEBUG]: - Entering function MAIN:unknown
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 856
mythril.laser.ethereum.instructions [DEBUG]: Evaluating AND at 779
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 30
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 144
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 857
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH20 at 780
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH4 at 31
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 145
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 858
mythril.laser.ethereum.instructions [DEBUG]: Evaluating AND at 781
mythril.laser.ethereum.instructions [DEBUG]: Evaluating EQ at 32
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 146
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLER at 859
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 782
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 33
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 147
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH20 at 860
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MSTORE at 783
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 34
mythril.laser.ethereum.svm [DEBUG]: - Entering function MAIN:unknown
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLDATASIZE at 148
mythril.laser.ethereum.instructions [DEBUG]: Evaluating AND at 861
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 784
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 35
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 179
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SUB at 149
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH20 at 862
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ADD at 785
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH4 at 36
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 180
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 150
mythril.laser.ethereum.instructions [DEBUG]: Evaluating AND at 863
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 786
mythril.laser.ethereum.instructions [DEBUG]: Evaluating EQ at 37
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 181
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ADD at 151
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 864
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 787
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 38
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMP at 182
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 152
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MSTORE at 865
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MSTORE at 788
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 39
mythril.laser.ethereum.svm [DEBUG]: - Entering function MAIN:unknown
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 1002
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 153
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 866
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 789
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 40
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 185
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLER at 1003
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 154
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ADD at 867
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ADD at 790
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH4 at 41
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 186
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 1004
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLDATALOAD at 155
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 868
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 791
mythril.laser.ethereum.instructions [DEBUG]: Evaluating EQ at 42
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 187
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 1005
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 156
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 869
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SHA3 at 792
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 43
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMP at 188
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 1006
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 157
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MSTORE at 870
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 793
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 44
mythril.laser.ethereum.svm [DEBUG]: - Entering function MAIN:unknown
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 1025
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating EXP at 1007
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ADD at 158
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 871
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 794
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 45
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 212
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 1026
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 1008
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 159
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ADD at 872
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SLOAD at 795
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH4 at 46
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 213
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 1027
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SLOAD at 1009
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP3 at 160
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 873
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 796
mythril.laser.ethereum.instructions [DEBUG]: Evaluating EQ at 47
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 214
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 1028
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 1010
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP2 at 161
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SHA3 at 874
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 797
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 48
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 215
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLER at 1029
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH20 at 1011
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 162
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 875
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating EXP at 798
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 49
mythril.laser.ethereum.svm [DEBUG]: - Entering function MAIN:unknown
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLDATASIZE at 216
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH20 at 1030
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MUL at 1012
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 163
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 876
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 799
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 50
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 238
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SUB at 217
mythril.laser.ethereum.instructions [DEBUG]: Evaluating AND at 1031
mythril.laser.ethereum.instructions [DEBUG]: Evaluating NOT at 1013
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLDATALOAD at 164
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SLOAD at 877
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DIV at 800
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH4 at 51
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLVALUE at 239
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 218
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH20 at 1032
mythril.laser.ethereum.instructions [DEBUG]: Evaluating AND at 1014
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 165
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 878
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 801
mythril.laser.ethereum.instructions [DEBUG]: Evaluating EQ at 52
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 240
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ADD at 219
mythril.laser.ethereum.instructions [DEBUG]: Evaluating AND at 1033
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 1015
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 166
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 879
mythril.laser.ethereum.instructions [DEBUG]: Evaluating AND at 802
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 53
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ISZERO at 241
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 220
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 1034
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP4 at 1016
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ADD at 167
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating EXP at 880
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ISZERO at 803
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 54
mythril.laser.ethereum.svm [DEBUG]: - Entering function MAIN:unknown
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 242
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 221
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MSTORE at 1035
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH20 at 1017
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 168
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 881
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ISZERO at 804
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 55
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 291
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 243
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 222
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 1036
mythril.laser.ethereum.instructions [DEBUG]: Evaluating AND at 1018
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP3 at 169
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DIV at 882
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 805
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH4 at 56
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 292
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 244
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 247
mythril.laser.ethereum.instructions [DEBUG]: Evaluating CALLDATALOAD at 223
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ADD at 1037
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MUL at 1019
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP2 at 170
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 883
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 806
mythril.laser.ethereum.instructions [DEBUG]: Pruned unreachable states.
mythril.laser.ethereum.instructions [DEBUG]: Evaluating EQ at 57
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 293
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 245
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 248
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 224
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 1038
mythril.laser.ethereum.instructions [DEBUG]: Evaluating OR at 1020
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 171
mythril.laser.ethereum.instructions [DEBUG]: Evaluating AND at 884
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 807
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 58
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMP at 294
mythril.laser.ethereum.instructions [DEBUG]: Evaluating REVERT at 246
mythril.laser.ethereum.svm [DEBUG]: Ending transaction MessageCallTransaction 1 from sender_1 to                                        0x0.
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH2 at 249
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 225
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP2 at 1039
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SWAP1 at 1021
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 172
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ISZERO at 885
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 808
mythril.analysis.module.base [DEBUG]: Entering analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Exiting analysis module: TxOrigin
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPI at 59
mythril.laser.ethereum.svm [DEBUG]: - Entering function MAIN:unknown
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 1153
mythril.laser.ethereum.instructions [DEBUG]: Evaluating PUSH1 at 250
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ADD at 226
mythril.laser.ethereum.instructions [DEBUG]: Evaluating MSTORE at 1040
mythril.analysis.module.base [DEBUG]: Entering analysis module: ArbitraryStorage
mythril.analysis.module.base [DEBUG]: Exiting analysis module: ArbitraryStorage
mythril.analysis.module.base [DEBUG]: Entering analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Exiting analysis module: IntegerArithmetics
mythril.analysis.module.base [DEBUG]: Entering analysis module: StateChangeAfterCall
mythril.analysis.module.base [DEBUG]: Exiting analysis module: StateChangeAfterCall
mythril.laser.ethereum.instructions [DEBUG]: Evaluating SSTORE at 1022
mythril.laser.ethereum.instructions [DEBUG]: Evaluating POP at 173
mythril.laser.ethereum.instructions [DEBUG]: Evaluating ISZERO at 886
mythril.laser.ethereum.instructions [DEBUG]: Evaluating REVERT at 809
mythril.laser.ethereum.svm [DEBUG]: Ending transaction MessageCallTransaction 1 from sender_1 to                                        0x0.
mythril.laser.ethereum.instructions [DEBUG]: Evaluating DUP1 at 60
mythril.laser.ethereum.instructions [DEBUG]: Evaluating JUMPDEST at 297
